genome,KO_number,Modules,median_comparison,TAXAID,pN_pS,order,family,genus,species,SRR,SRR_base,condition
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.053752589,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.05296211,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.052194543,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.078291815,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.037473005,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.078291815,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.078291815,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.051245552,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.045502935,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.054679998,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00928,M00527,Low,2790727,0.047113659,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.125323765,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.134782163,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.126170108,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.11885748,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.134406463,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.120603779,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.119797065,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.125410047,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.118284476,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.112254287,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.052784147,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.103974811,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.1164225,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.116519036,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.110414053,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00930,M00028,Low,2790727,0.109039033,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.071130973,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.047827344,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.066011699,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.056216414,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.074554389,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.058198069,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.049702926,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.085636798,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.056581456,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.065235091,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.052809359,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.066011699,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.051731617,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.064811486,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.058949982,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K00973,M00793,Low,2790727,0.061825591,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.075119688,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.078306028,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.076205957,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.076969927,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.079747916,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.073532064,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.074126917,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.082053411,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.072529354,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.075055252,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.045508614,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.059865499,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.053854131,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.072529354,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.066026722,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K01006,M00173,Low,2790727,0.069305827,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.041517092,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.040629975,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.041336583,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.042443813,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.042803506,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.040396085,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.040980233,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.04085217,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.011884268,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.044494239,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.014493009,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.030141258,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.042068204,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.046911583,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.039212051,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K01007,M00173,Low,2790727,0.048102988,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.041517092,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.040629975,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.041336583,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.042443813,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.042803506,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.040396085,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.040980233,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.04085217,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.011884268,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.044494239,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.014493009,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.030141258,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.042068204,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.046911583,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.039212051,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K01007,M00374,Low,2790727,0.048102988,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.022242322,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.032733983,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.034698022,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.028915019,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.032733983,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.034698022,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873600,SRR873600,Low
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.030119811,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873601,SRR873601,Low
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.032857976,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873602,SRR873602,Low
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.016522868,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873604,SRR873604,High
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.020173269,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873605,SRR873605,High
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.025143495,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873606,SRR873606,High
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.018071887,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873607,SRR873607,High
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.019276679,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873608,SRR873608,High
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.024608527,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873609,SRR873609,High
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.033622115,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873610,SRR873610,High
Succiniclasticum ruminis DSM11005,K01057,M00004,Low,2790727,0.029505121,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR1206671,SRR1206671,High
Succiniclasticum ruminis DSM11005,K01089,M00026,Low,2790727,0.129352031,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873595,SRR873595,Low
Succiniclasticum ruminis DSM11005,K01089,M00026,Low,2790727,0.129352031,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873596,SRR873596,Low
Succiniclasticum ruminis DSM11005,K01089,M00026,Low,2790727,0.091193182,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873597,SRR873597,Low
Succiniclasticum ruminis DSM11005,K01089,M00026,Low,2790727,0.128605769,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873598,SRR873598,Low
Succiniclasticum ruminis DSM11005,K01089,M00026,Low,2790727,0.129352031,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,SRR873599,SRR873599,Low
